date,1101_Turnover,1101_Volume,1101_close,1101_eps,1101_high,1101_low,1101_open,1101_ups_and_downs,1101_ups_percent,2327_Turnover,2327_Volume,2327_close,2327_eps,2327_high,2327_low,2327_open,2327_ups_and_downs,2327_ups_percent,2352_Turnover,2352_Volume,2352_close,2352_eps,2352_high,2352_low,2352_open,2352_ups_and_downs,2352_ups_percent,2385_Turnover,2385_Volume,2385_close,2385_eps,2385_high,2385_low,2385_open,2385_ups_and_downs,2385_ups_percent,2449_Turnover,2449_Volume,2449_close,2449_eps,2449_high,2449_low,2449_open,2449_ups_and_downs,2449_ups_percent,2915_Turnover,2915_Volume,2915_close,2915_eps,2915_high,2915_low,2915_open,2915_ups_and_downs,2915_ups_percent,3005_Turnover,3005_Volume,3005_close,3005_eps,3005_high,3005_low,3005_open,3005_ups_and_downs,3005_ups_percent,3532_Turnover,3532_Volume,3532_close,3532_eps,3532_high,3532_low,3532_open,3532_ups_and_downs,3532_ups_percent,6176_Turnover,6176_Volume,6176_close,6176_eps,6176_high,6176_low,6176_open,6176_ups_and_downs,6176_ups_percent,9945_Turnover,9945_Volume,9945_close,9945_eps,9945_high,9945_low,9945_open,9945_ups_and_downs,9945_ups_percent,0056_close_y
7019,422719.0,11861.0,35.55,20.67,36.2,35.45,36.2,-0.7,-1.93,651888.0,6198.0,106.0,13.98,109.5,99.6,100.0,5.0,4.95,92873.0,4939.0,18.8,8.51,18.95,18.7,18.7,0.15,0.8,59613.0,763.0,78.6,14.97,78.6,77.7,78.1,0.6,0.77,170895.0,6342.0,27.2,10.67,27.2,26.7,26.8,0.35,1.3,194648.0,4082.0,47.85,5.74,48.15,46.75,47.0,0.85,1.81,135034.0,3472.0,39.3,10.65,39.3,38.3,38.85,0.75,1.95,502558.0,5543.0,91.2,97.02,92.5,88.2,88.4,3.9,4.47,85871.0,1416.0,60.9,8.94,61.0,60.0,60.4,1.1,1.84,90589.0,2471.0,36.8,6.43,36.8,36.4,36.6,0.4,1.1,303.442687747036
7020,346008.0,9700.0,35.65,20.73,35.85,35.5,35.65,0.1,0.28,489317.0,4701.0,102.5,13.52,106.5,102.5,105.5,-3.5,-3.3,198731.0,10443.0,19.0,8.6,19.25,18.75,18.85,0.2,1.06,79917.0,1019.0,78.0,14.86,79.0,78.0,78.4,-0.6,-0.76,114755.0,4246.0,27.15,10.65,27.2,26.9,27.0,-0.05,-0.18,516416.0,10477.0,49.6,5.95,49.65,48.9,49.0,1.75,3.66,83587.0,2133.0,39.0,10.57,39.5,39.0,39.5,-0.3,-0.76,284980.0,3047.0,94.6,100.64,94.6,91.7,92.5,3.4,3.73,117782.0,1919.0,61.6,9.05,61.6,61.0,61.5,0.7,1.15,221513.0,5938.0,37.35,6.53,37.45,37.05,37.05,0.55,1.49,303.18503293807686
7021,290244.0,8225.0,35.3,20.52,35.65,35.1,35.55,-0.35,-0.98,490067.0,4632.0,106.0,13.98,107.5,101.0,101.5,3.5,3.41,178834.0,9373.0,19.15,8.67,19.2,18.9,19.05,0.15,0.79,120205.0,1502.0,80.5,15.33,80.7,78.0,78.0,2.5,3.21,104188.0,3829.0,27.25,10.69,27.35,27.1,27.1,0.1,0.37,180247.0,3683.0,48.75,5.85,49.6,48.7,49.6,-0.85,-1.71,49025.0,1258.0,38.85,10.53,39.4,38.8,39.4,-0.15,-0.38,289500.0,3034.0,93.1,99.04,97.9,93.1,95.5,-1.5,-1.59,54767.0,894.0,61.3,9.0,61.7,61.1,61.6,-0.3,-0.49,51075.0,1380.0,37.0,6.47,37.35,36.9,37.35,-0.35,-0.94,303.442687747036
7022,231174.0,6574.0,35.1,20.41,35.3,35.05,35.3,-0.2,-0.57,379103.0,3563.0,106.5,14.05,108.0,104.0,105.0,0.5,0.47,222218.0,11519.0,19.2,8.69,19.5,19.15,19.2,0.05,0.26,53433.0,671.0,79.6,15.16,80.5,79.1,80.5,-0.9,-1.12,48488.0,1781.0,27.25,10.69,27.35,27.1,27.15,0.0,0.0,126316.0,2589.0,48.55,5.83,49.25,48.55,49.25,-0.2,-0.41,75756.0,1943.0,39.15,10.61,39.25,38.7,38.85,0.3,0.77,221522.0,2427.0,90.6,96.38,94.0,88.6,93.1,-2.5,-2.69,636775.0,9988.0,63.0,9.25,64.9,63.0,64.2,1.7,2.77,44386.0,1202.0,36.85,6.44,37.15,36.8,37.05,-0.15,-0.41,306.2838471673258
7026,185112.0,5257.0,35.2,20.47,35.4,35.15,35.4,0.1,0.28,305637.0,2923.0,105.5,13.92,109.0,102.0,107.0,-1.0,-0.94,151225.0,7880.0,19.15,8.67,19.4,19.05,19.3,-0.05,-0.26,49377.0,619.0,80.3,15.3,80.3,79.1,79.5,0.7,0.88,1194470.0,41659.0,28.75,11.27,29.0,28.1,28.4,1.5,5.5,99874.0,2056.0,48.55,5.83,49.0,48.35,49.0,0.0,0.0,104103.0,2645.0,39.25,10.64,39.65,39.15,39.2,0.1,0.26,167309.0,1834.0,90.3,96.06,93.5,89.2,91.5,-0.3,-0.33,363053.0,5754.0,63.2,8.51,63.7,62.5,63.2,0.2,0.32,70930.0,1929.0,36.7,6.42,37.0,36.65,36.9,-0.15,-0.41,304.9908300395262
7027,120037.0,3413.0,35.2,20.47,35.3,35.0,35.1,0.0,0.0,296859.0,2806.0,105.0,13.85,107.5,103.5,105.5,-0.5,-0.47,89736.0,4678.0,19.15,8.67,19.25,19.15,19.15,0.0,0.0,32951.0,413.0,79.6,15.16,80.5,79.5,80.5,-0.7,-0.87,504756.0,17405.0,28.8,11.29,29.4,28.7,29.3,0.05,0.17,72917.0,1505.0,48.25,5.79,48.8,48.25,48.6,-0.3,-0.62,76035.0,1945.0,38.95,10.56,39.4,38.9,39.1,-0.3,-0.76,325553.0,3538.0,91.0,96.81,94.3,89.6,90.7,0.7,0.78,354366.0,5707.0,61.8,8.32,62.5,61.8,62.5,-1.4,-2.22,29684.0,809.0,36.7,6.42,36.9,36.6,36.9,0.0,0.0,307.5794993412389
7028,171283.0,4880.0,35.25,20.49,35.25,35.0,35.2,0.05,0.14,162759.0,1541.0,107.0,14.12,107.0,103.5,104.0,2.0,1.9,542375.0,27520.0,19.65,8.89,20.0,19.2,19.2,0.5,2.61,41244.0,515.0,80.4,15.31,80.4,79.6,79.6,0.8,1.01,378381.0,13269.0,28.65,11.24,29.0,28.3,29.0,-0.15,-0.52,46460.0,957.0,48.65,5.84,48.8,48.2,48.3,0.4,0.83,99136.0,2543.0,39.0,10.57,39.3,38.7,38.9,0.05,0.13,490876.0,5189.0,94.0,100.0,96.1,92.8,93.8,3.0,3.3,449163.0,7112.0,63.7,8.57,63.8,62.0,62.0,1.9,3.07,49132.0,1337.0,36.8,6.43,36.85,36.6,36.7,0.1,0.27,304.9908300395262
7029,189643.0,5446.0,34.7,20.17,35.1,34.7,35.05,-0.55,-1.56,179506.0,1712.0,105.5,13.92,107.0,103.5,107.0,-1.5,-1.4,518265.0,27054.0,19.1,8.64,19.5,18.9,19.5,-0.55,-2.8,35843.0,448.0,79.8,15.2,80.2,79.7,80.2,-0.6,-0.75,562215.0,19354.0,29.2,11.45,29.25,28.65,28.8,0.55,1.92,94247.0,1960.0,47.85,5.74,48.85,47.7,48.85,-0.8,-1.64,98102.0,2536.0,38.7,10.49,39.2,38.4,38.7,-0.3,-0.77,263873.0,2785.0,93.0,98.94,96.7,92.4,95.2,-1.0,-1.06,565401.0,8801.0,64.3,8.65,64.6,63.8,64.5,0.6,0.94,55130.0,1511.0,36.3,6.35,36.8,36.3,36.8,-0.5,-1.36,306.5427667984193
7032,210177.0,6078.0,34.55,20.09,34.8,34.5,34.75,,-0.43,266983.0,2607.0,101.5,13.39,105.5,101.0,105.5,-4.0,-3.79,621858.0,33337.0,18.35,8.3,19.4,17.5,19.15,-0.75,-3.93,51202.0,643.0,,15.2,,78.9,80.5,0.0,0.0,1136676.0,38469.0,29.6,11.61,29.9,29.2,29.75,0.4,1.37,,1591.0,47.15,5.66,47.9,47.05,47.85,-0.7,,101089.0,2595.0,39.1,10.6,39.15,38.65,38.7,0.4,1.03,141546.0,1503.0,94.2,100.21,,93.0,94.0,1.2,1.29,1311054.0,19777.0,66.9,9.0,,64.5,65.0,2.6,4.04,50363.0,1388.0,36.3,6.35,36.55,,,0.0,0.0,304.7325428194997
7033,134028.0,3879.0,34.65,20.15,34.8,34.45,34.5,0.1,,357338.0,3561.0,,13.19,102.5,98.4,102.0,-1.5,-1.48,370679.0,19730.0,19.0,8.6,19.05,18.45,18.65,0.65,3.54,44978.0,566.0,,15.22,,79.0,80.1,0.1,0.13,476859.0,16180.0,29.5,11.57,29.75,29.3,29.6,-0.1,-0.34,113190.0,2418.0,46.7,5.61,47.05,46.6,47.05,-0.45,-0.95,110050.0,2834.0,38.7,10.49,39.3,,39.1,-0.4,-1.02,199545.0,2140.0,91.2,97.02,96.0,,95.5,-3.0,-3.18,601114.0,9203.0,63.9,8.6,,63.6,66.9,-3.0,-4.48,53248.0,1471.0,36.2,6.33,36.35,36.1,36.3,-0.1,-0.28,303.9583135704878
7034,117819.0,3404.0,34.75,20.2,34.75,34.5,34.65,0.1,0.29,233929.0,2291.0,101.0,13.32,104.5,100.5,101.5,1.0,1.0,406740.0,20959.0,19.3,8.73,19.55,19.2,19.2,0.3,1.58,49614.0,617.0,80.6,15.35,80.6,79.9,80.2,0.7,0.88,446743.0,15040.0,29.75,11.67,29.8,29.6,29.65,0.25,0.85,117583.0,2519.0,47.0,5.64,47.0,46.45,46.7,0.3,0.64,76718.0,1976.0,38.9,10.54,39.0,38.5,38.6,0.2,0.52,217897.0,2349.0,94.6,100.64,94.6,90.2,92.7,3.4,3.73,181744.0,2819.0,64.5,8.68,64.9,63.9,64.4,0.6,0.94,50384.0,1380.0,36.75,6.42,36.8,36.15,36.5,0.55,1.52,304.2162845849807
7035,230879.0,6682.0,34.55,20.09,35.0,34.15,34.8,-0.2,-0.58,160465.0,1604.0,100.0,13.19,102.0,98.4,101.0,-1.0,-0.99,229705.0,11799.0,19.45,8.8,19.7,19.35,19.5,0.15,0.78,108750.0,1336.0,82.0,15.62,82.0,80.6,80.7,1.4,1.74,560191.0,18690.0,29.6,11.61,30.25,29.6,29.9,-0.15,-0.5,67692.0,1442.0,46.95,5.64,47.35,46.6,47.0,-0.05,-0.11,518570.0,12610.0,41.3,11.19,41.9,39.5,39.5,2.4,6.17,275887.0,2905.0,93.0,98.94,96.8,93.0,96.8,-1.6,-1.69,214236.0,3346.0,64.2,8.64,64.8,63.6,64.8,-0.3,-0.47,43310.0,1180.0,36.75,6.42,36.85,36.6,36.65,0.0,0.0,306.2838471673258
7036,256933.0,7520.0,34.05,19.8,34.7,34.0,34.6,-0.5,-1.45,75804.0,757.0,100.0,12.71,101.0,99.6,101.0,0.0,0.0,116458.0,5988.0,19.45,8.8,19.6,19.35,19.4,0.0,0.0,97962.0,1197.0,81.4,15.5,83.1,80.8,82.6,-0.6,-0.73,255423.0,8682.0,29.3,11.67,29.7,29.3,29.55,-0.3,-1.01,96885.0,2078.0,46.45,5.58,47.4,46.35,47.0,-0.5,-1.06,263025.0,6314.0,41.95,11.37,42.0,40.7,41.5,0.65,1.57,393714.0,4161.0,94.0,81.74,96.7,92.1,92.5,1.0,1.08,291001.0,4473.0,65.0,8.75,65.5,64.2,64.2,0.8,1.25,47013.0,1282.0,36.7,6.42,36.85,36.55,36.75,-0.05,-0.14,309.91831357048784
7039,105796.0,3064.0,34.6,20.12,34.65,34.05,34.05,0.55,1.62,263197.0,2581.0,101.0,12.83,103.5,100.0,100.5,1.0,1.0,568977.0,28600.0,19.85,8.98,20.1,19.4,19.55,0.4,2.06,62839.0,768.0,81.8,15.2,82.2,81.4,81.9,0.4,0.49,183308.0,6272.0,29.25,11.65,29.45,29.05,29.3,-0.05,-0.17,81823.0,1766.0,46.25,5.55,46.85,46.05,46.05,-0.2,-0.43,162861.0,3862.0,42.1,10.88,42.45,41.95,42.0,0.15,0.36,441353.0,4668.0,92.0,80.0,96.7,91.6,95.0,-2.0,-2.13,278357.0,4251.0,65.5,8.82,66.0,65.0,65.1,0.5,0.77,47731.0,1307.0,36.55,8.34,36.7,36.35,36.4,-0.15,-0.41,311.2213438735182
7040,311723.0,8924.0,35.1,18.57,35.1,34.7,34.8,0.5,1.45,183490.0,1824.0,98.5,12.52,103.0,98.5,102.5,-2.5,-2.48,205598.0,10363.0,19.95,7.76,19.95,19.65,19.85,0.1,0.5,79907.0,983.0,81.5,15.15,82.3,80.8,81.9,-0.3,-0.37,201637.0,6808.0,29.55,11.77,29.9,29.3,29.35,0.3,1.03,146369.0,3179.0,46.2,7.28,46.7,45.75,46.3,-0.05,-0.11,115273.0,2750.0,41.8,10.8,42.6,41.7,42.6,-0.3,-0.71,448362.0,4998.0,88.2,76.7,93.0,87.4,92.0,-3.8,-4.13,221377.0,3425.0,64.3,8.65,65.7,64.2,65.5,-1.2,-1.83,190472.0,5287.0,36.05,8.23,36.5,35.75,36.5,-0.5,-1.37,309.91831357048784
7041,159183.0,4574.0,34.8,18.41,34.95,34.65,34.9,-0.3,-0.85,221602.0,2273.0,98.3,12.49,99.4,95.6,99.1,-0.2,-0.2,163971.0,8239.0,19.85,7.72,20.1,19.75,19.9,-0.1,-0.5,57086.0,696.0,82.5,15.33,82.5,81.0,81.3,1.0,1.23,134692.0,4592.0,29.25,11.65,29.75,29.2,29.7,-0.3,-1.02,201793.0,4416.0,45.6,7.18,46.2,45.5,46.2,-0.6,-1.3,157257.0,3808.0,41.2,10.65,41.8,41.0,41.6,-0.6,-1.44,156900.0,1760.0,89.6,77.91,90.1,88.0,89.0,1.4,1.59,92887.0,1443.0,64.3,8.65,64.7,64.1,64.3,0.0,0.0,78451.0,2191.0,35.9,8.2,36.05,35.7,36.0,-0.15,-0.42,308.8777865612653
7042,58195.0,1680.0,34.75,18.39,34.8,34.35,34.55,-0.05,-0.14,173800.0,1768.0,100.0,12.71,100.0,95.8,96.9,1.7,1.73,135637.0,6872.0,19.8,7.7,19.85,19.5,19.55,-0.05,-0.25,96291.0,1191.0,80.3,14.93,82.1,80.1,81.0,-2.2,-2.67,112864.0,3878.0,29.15,11.61,29.25,28.8,28.9,-0.1,-0.34,141939.0,3098.0,45.7,7.2,46.3,45.15,45.4,0.1,0.22,95955.0,2361.0,40.55,10.48,40.9,40.4,40.6,-0.65,-1.58,746732.0,8021.0,91.5,79.57,96.5,88.4,89.0,1.9,2.12,124692.0,1953.0,64.0,8.61,64.3,63.1,63.3,-0.3,-0.47,69616.0,1957.0,35.6,8.13,35.75,35.35,35.7,-0.3,-0.84,309.6580237154156
7043,75792.0,2194.0,34.5,18.25,34.65,34.5,34.6,-0.25,-0.72,117491.0,1181.0,98.1,12.47,101.0,98.1,100.0,-1.9,-1.9,348223.0,17280.0,20.05,7.8,20.3,19.85,19.85,0.25,1.26,46920.0,579.0,81.3,15.11,81.6,80.2,80.6,,1.25,122634.0,4165.0,29.25,11.65,29.65,,,0.1,0.34,153774.0,3382.0,45.45,7.16,45.7,,45.55,-0.25,-0.55,61767.0,,40.55,10.48,40.95,40.55,40.8,0.0,0.0,171172.0,1858.0,90.9,79.04,93.5,90.9,93.5,-0.6,-0.66,205137.0,3161.0,,8.69,65.4,64.3,64.3,0.6,0.94,99854.0,2830.0,35.2,8.04,35.6,35.1,35.6,-0.4,-1.12,311.2213438735182
7046,58921.0,1707.0,34.6,18.31,34.85,34.4,34.85,0.1,0.29,87420.0,881.0,99.1,12.59,100.5,98.1,99.0,1.0,1.02,188308.0,9308.0,20.15,7.84,20.4,20.1,20.4,0.1,0.5,58413.0,721.0,80.7,15.0,82.0,80.6,81.4,-0.6,-0.74,79936.0,2727.0,29.2,11.63,29.5,29.2,29.4,-0.05,-0.17,98654.0,2170.0,45.3,7.13,45.8,45.3,45.7,-0.15,-0.33,114432.0,2859.0,39.85,10.3,40.7,39.8,40.5,-0.7,-1.73,148001.0,1612.0,91.6,79.65,92.6,90.9,90.9,0.7,0.77,136220.0,2106.0,64.2,8.64,65.3,64.1,65.0,-0.4,-0.62,95324.0,2712.0,35.05,8.0,35.35,34.95,35.2,-0.15,-0.43,311.48226613965784
7047,90306.0,2628.0,34.3,18.15,34.45,34.25,34.4,-0.3,-0.87,134454.0,1332.0,101.0,12.83,102.0,99.1,99.1,1.9,1.92,158732.0,7904.0,20.0,7.78,20.15,20.0,20.15,-0.15,-0.74,72472.0,901.0,80.5,14.96,81.2,80.1,80.1,-0.2,-0.25,130134.0,4415.0,29.45,11.73,29.65,29.3,29.3,0.25,0.86,108302.0,2389.0,45.3,7.13,45.5,45.15,45.3,0.0,0.0,81869.0,2033.0,40.2,10.39,40.6,40.0,40.1,0.35,0.88,393871.0,4210.0,92.0,80.0,95.5,92.0,93.7,0.4,0.44,169323.0,2610.0,65.2,8.78,65.2,64.4,64.8,1.0,1.56,81776.0,2332.0,35.05,8.0,35.2,35.0,35.0,0.0,0.0,311.48226613965784
7048,110702.0,3225.0,34.5,18.25,34.5,34.15,34.3,0.2,0.58,293856.0,2830.0,104.5,13.28,105.0,101.0,101.0,3.5,3.47,181216.0,9056.0,19.85,7.72,20.25,19.85,20.0,-0.15,-0.75,228005.0,2879.0,78.5,14.59,80.6,78.5,80.3,-2.0,-2.48,176031.0,5936.0,29.6,11.79,29.75,29.55,29.65,0.15,0.51,111637.0,2463.0,45.2,7.12,45.7,45.15,45.7,-0.1,-0.22,85200.0,2132.0,39.85,10.3,40.25,39.8,40.2,-0.35,-0.87,135229.0,1468.0,91.5,79.57,93.5,91.5,93.5,-0.5,-0.54,199924.0,3055.0,65.2,8.78,65.8,65.2,65.4,0.0,0.0,67292.0,1917.0,35.0,7.99,35.3,35.0,35.05,-0.05,-0.14,312.78845849802417
7049,241163.0,6944.0,34.8,18.41,34.95,34.35,34.35,0.3,0.87,227553.0,2194.0,105.0,13.34,105.5,102.0,105.5,0.5,0.48,226981.0,11295.0,20.15,7.84,20.2,19.9,19.9,0.3,1.51,93980.0,1189.0,79.3,14.74,79.7,78.6,79.0,0.8,1.02,205979.0,7006.0,29.3,11.67,29.8,29.25,29.65,-0.3,-1.01,99444.0,2179.0,45.7,7.2,45.75,45.3,45.3,0.5,1.11,103002.0,2562.0,40.2,10.39,40.6,39.9,39.95,0.35,0.88,184759.0,2012.0,90.5,78.7,93.3,90.5,92.5,-1.0,-1.09,132450.0,2033.0,65.3,8.79,65.5,64.7,65.5,0.1,0.15,99208.0,2831.0,35.1,8.01,35.15,34.95,35.1,0.1,0.29,314.88384716732594
7050,150565.0,4343.0,34.65,18.33,34.85,34.55,34.7,-0.15,-0.43,101221.0,976.0,102.5,13.02,105.5,102.5,104.5,-2.5,-2.38,324584.0,15891.0,20.4,7.94,20.6,20.15,20.25,0.25,1.24,110298.0,1387.0,79.0,14.68,80.0,79.0,79.7,-0.3,-0.38,288021.0,9764.0,29.65,11.81,29.7,29.3,29.3,0.35,1.19,104824.0,2278.0,45.95,7.24,46.2,45.75,45.75,0.25,0.55,88261.0,2197.0,40.5,10.47,40.5,39.75,40.25,0.3,0.75,106150.0,1176.0,90.3,78.52,91.5,89.4,91.0,-0.2,-0.22,189942.0,2892.0,65.3,8.79,66.2,65.3,65.8,0.0,0.0,84986.0,2419.0,35.25,8.05,35.25,35.0,35.1,0.15,0.43,313.31167325428237
7055,243280.0,7036.0,34.4,18.2,34.8,34.4,34.65,-0.25,-0.72,92771.0,899.0,102.0,12.96,104.5,102.0,103.5,-0.5,-0.49,567820.0,26973.0,21.15,8.23,21.45,20.5,20.55,0.75,3.68,502944.0,6434.0,78.1,14.52,79.5,77.2,79.1,-0.9,-1.14,192319.0,6519.0,29.4,11.71,29.7,29.35,29.5,-0.25,-0.84,215432.0,4767.0,45.0,7.09,45.95,44.6,45.95,-0.95,-2.07,86702.0,2157.0,39.85,10.3,40.6,39.85,40.3,-0.65,-1.6,94245.0,1058.0,88.6,77.04,90.9,88.5,90.6,-1.7,-1.88,179178.0,2767.0,64.5,8.68,65.4,64.5,65.3,-0.8,-1.23,413408.0,11873.0,34.85,7.96,35.25,34.4,35.1,-0.4,-1.13,313.5734387351783
7056,140155.0,4072.0,34.35,18.17,34.6,34.35,34.4,-0.05,-0.15,123835.0,1235.0,99.7,12.67,102.5,99.7,101.0,-2.3,-2.25,574007.0,26507.0,22.1,8.6,22.2,21.05,21.15,0.95,4.49,126278.0,1587.0,80.0,14.87,80.3,78.5,78.7,1.9,2.43,146862.0,4985.0,29.4,11.71,29.7,29.3,29.4,0.0,0.0,250120.0,5635.0,44.1,6.94,45.35,43.95,45.1,-0.9,-2.0,99809.0,2508.0,39.75,10.27,40.2,39.2,40.0,-0.1,-0.25,87124.0,980.0,88.6,77.04,89.7,88.2,88.7,0.0,0.0,140960.0,2169.0,65.0,8.75,65.3,64.3,64.3,0.5,0.78,197219.0,5736.0,34.25,7.82,34.7,34.25,34.7,-0.6,-1.72,314.09728590250376
7057,113439.0,3285.0,34.6,18.31,34.7,34.4,34.4,0.25,0.73,105442.0,1035.0,103.0,13.09,103.0,100.0,101.0,3.3,3.31,778967.0,34409.0,22.7,8.83,22.85,22.3,22.3,0.6,2.71,58416.0,728.0,80.5,14.96,80.5,79.7,80.1,0.5,0.63,,8464.0,29.7,11.83,29.75,29.35,29.4,0.3,1.02,161168.0,3626.0,44.55,7.02,44.6,44.2,44.45,0.45,,80391.0,1997.0,40.45,10.45,40.5,39.9,40.0,0.7,1.76,123725.0,1372.0,89.4,77.74,91.2,89.3,89.5,0.8,0.9,267789.0,4066.0,65.8,8.86,66.2,65.4,65.7,0.8,1.23,71033.0,2059.0,34.55,7.89,34.6,34.3,34.35,0.3,0.88,315.14624505928896
7058,30254.0,871.0,34.7,18.36,34.8,34.65,34.7,0.1,0.29,60797.0,590.0,103.0,13.09,104.0,101.5,101.5,0.0,0.0,872937.0,36965.0,24.2,9.42,24.6,22.7,23.0,1.5,6.61,12508.0,157.0,79.6,14.8,80.2,79.6,79.9,-0.9,-1.12,126299.0,4290.0,29.55,11.77,29.75,29.3,29.7,-0.15,-0.51,60267.0,1353.0,44.7,7.04,44.75,44.35,44.6,0.15,0.34,41724.0,1031.0,40.5,10.47,40.65,40.3,40.6,0.05,0.12,135495.0,1493.0,91.0,79.13,91.9,89.4,90.4,1.6,1.79,116860.0,1771.0,65.9,8.87,66.2,65.5,66.1,0.1,0.15,21778.0,627.0,34.8,7.95,34.8,34.6,34.6,0.25,0.72,317.51256916996084
7060,175180.0,5055.0,34.55,18.28,34.85,34.5,34.8,-0.15,-0.43,130634.0,1253.0,104.5,13.28,105.0,103.5,,1.5,1.46,2750006.0,112515.0,,9.09,25.85,23.25,24.2,-0.85,-3.51,52112.0,655.0,79.5,14.78,80.0,,79.7,-0.1,-0.13,569085.0,19001.0,30.2,12.03,30.25,,29.55,0.65,2.2,144915.0,,45.65,7.19,45.65,44.7,,0.95,2.13,70537.0,1753.0,40.2,10.39,40.5,40.05,40.5,-0.3,-0.74,123669.0,1364.0,89.7,78.0,91.8,89.7,91.6,-1.3,,175422.0,2670.0,65.8,8.86,66.0,65.4,65.7,,-0.15,,2244.0,34.95,7.98,35.1,34.55,34.55,0.15,0.43,317.7760210803693
7061,159917.0,4640.0,34.4,18.2,34.55,34.4,34.4,-0.15,-0.43,157190.0,1490.0,105.0,13.34,107.0,104.5,105.5,0.5,0.48,1028152.0,42670.0,24.3,9.46,24.3,23.85,24.05,0.95,4.07,35312.0,443.0,79.8,14.83,80.1,79.5,79.5,0.3,0.38,641011.0,20941.0,30.1,11.99,30.9,30.1,30.4,-0.1,-0.33,163706.0,3611.0,45.25,7.13,45.8,45.05,45.7,-0.4,-0.88,62166.0,1540.0,40.25,10.4,40.5,40.15,40.4,0.05,0.12,118198.0,1330.0,88.7,77.13,90.4,88.3,90.0,-1.0,-1.11,208878.0,3153.0,66.0,8.88,66.8,65.6,65.8,0.2,0.3,81788.0,2349.0,34.7,7.92,35.1,34.7,35.0,-0.25,-0.72,315.9340711462456
7062,226870.0,6623.0,34.35,18.17,34.45,34.1,34.4,-0.05,-0.15,143569.0,1381.0,103.5,13.15,106.0,102.0,105.0,-1.5,-1.43,885566.0,35972.0,24.3,9.46,25.05,24.05,24.4,0.0,0.0,49018.0,619.0,79.4,14.76,79.6,78.9,79.6,,-0.5,,8271.0,29.8,11.87,30.4,29.7,30.35,-0.3,-1.0,,2085.0,44.85,7.06,45.45,44.8,45.45,,-0.88,82567.0,2062.0,39.8,,40.35,39.8,40.3,-0.45,-1.12,74263.0,,88.2,76.7,89.6,88.2,89.2,-0.5,-0.56,201639.0,3073.0,65.5,8.82,66.0,65.4,66.0,-0.5,-0.76,,1779.0,34.7,7.92,34.95,34.6,,,0.0,317.7760210803693
7063,115422.0,3366.0,34.35,18.17,34.5,34.1,34.35,0.0,0.0,865679.0,7886.0,113.5,14.42,113.5,102.0,104.0,10.0,9.66,526435.0,21711.0,24.1,9.38,24.6,24.05,24.35,-0.2,-0.82,92229.0,1157.0,80.3,14.93,80.3,79.1,79.7,0.9,1.13,158288.0,5295.0,29.9,11.91,30.15,29.65,29.8,0.1,0.34,166628.0,3749.0,44.3,6.98,44.85,44.25,44.85,-0.55,-1.23,42940.0,1074.0,40.1,10.36,40.2,39.8,40.0,0.3,0.75,98046.0,1108.0,88.0,76.52,89.8,88.0,89.1,-0.2,-0.23,207919.0,3201.0,64.9,8.73,65.7,64.6,65.6,-0.6,-0.92,79215.0,2294.0,34.45,7.87,34.7,34.4,34.7,-0.25,-0.72,317.7760210803693
7064,120719.0,3501.0,34.6,18.31,34.6,34.3,34.35,0.25,0.73,701749.0,6340.0,106.0,13.47,114.5,106.0,113.0,-7.5,-6.61,428738.0,17617.0,24.1,9.38,24.75,24.05,24.3,0.0,0.0,116344.0,1468.0,78.7,14.63,80.1,78.7,79.6,-1.6,-1.99,171840.0,5737.0,29.9,11.91,30.25,29.75,30.05,0.0,0.0,139565.0,3160.0,44.0,6.93,44.55,44.0,44.3,-0.3,-0.68,62303.0,1557.0,39.85,10.3,40.2,39.85,40.15,-0.25,-0.62,274912.0,3198.0,85.4,74.26,88.9,84.3,88.9,-2.6,-2.95,222801.0,3391.0,65.4,8.8,66.0,65.4,65.8,0.5,0.77,65902.0,1913.0,34.35,7.84,34.7,34.35,34.5,-0.1,-0.29,319.6231357048753
7067,128722.0,3753.0,34.1,18.04,34.6,34.1,34.6,-0.5,-1.45,300554.0,2887.0,103.0,13.09,106.5,102.5,106.0,-3.0,-2.83,573591.0,23570.0,24.7,9.61,24.7,23.5,24.05,0.6,2.49,104624.0,1332.0,78.2,14.54,79.2,78.0,78.9,-0.5,-0.64,133710.0,4493.0,29.75,11.85,29.95,29.5,29.7,-0.15,-0.5,78765.0,1772.0,44.55,7.02,44.6,44.05,44.3,0.55,1.25,77710.0,1951.0,40.1,10.36,40.15,39.6,39.85,0.25,0.63,189739.0,2316.0,81.1,70.52,84.0,81.0,84.0,-4.3,-5.04,298750.0,4507.0,66.4,8.94,66.8,65.2,65.4,1.0,1.53,88744.0,2600.0,34.1,7.79,34.35,34.05,34.25,-0.25,-0.73,322.0055862977607
